a_missing,b_wrong,c_incitement,d_bad,e_none,post_id
0,0,0,0,1,644333be000000001203f517
0,0,0,0,1,644424780000000014024070
1,0,0,0,0,6425e61e0000000027002482
0,0,0,0,1,641eed4600000000130311e2
0,0,0,0,1,6454e6de000000000703a332
1,0,0,0,0,64561485000000001301398b
0,0,0,0,1,6450bc1d000000000703b24a
0,0,0,0,1,6462572e000000001300ebe7
0,0,0,0,1,6454a0d30000000011011c01
0,0,0,0,1,645495c0000000001300a18b
0,0,0,0,1,643d3760000000001303feaf
0,0,0,0,1,644a352d00000000130039ce
0,0,0,0,1,6448ea4e0000000013014b7a
0,0,0,0,1,6422dae10000000013031c01
0,0,0,0,1,641ffec9000000001300a95b
0,0,0,0,1,64588da6000000001101066b
0,0,0,0,1,695b60a5000000000b0094b2
0,0,0,0,1,6965f734000000000b010914
0,0,0,0,1,69705442000000000b00b4f2
0,0,0,0,1,69707e9c000000000a03c0d8
0,0,0,0,1,696d7389000000000a03e8b7
0,0,0,0,1,6968dfc8000000001a02da85
0,0,0,0,1,697130920000000022032812
1,0,0,0,0,696511470000000009039e61
0,0,0,0,1,696860b2000000001a036103
0,0,0,0,1,694fedb9000000001e014ab3
0,0,0,0,1,696f42870000000022033c49
1,0,0,0,0,69685176000000000c034e06
0,0,0,0,1,696de07b000000002202e31f
0,0,0,0,1,6961bf8e00000000220329a7
0,0,0,0,1,69637508000000000a02819b
0,0,0,0,1,6963b389000000001a02d462
0,0,0,0,1,6960571e000000001a025730
0,0,0,0,1,696f40d00000000021028444
0,0,0,0,1,6965ebbc00000000210305d1
0,0,1,0,0,696aef3a000000000a02ea43
0,0,0,0,1,696b6e26000000000a03cc1e
0,0,0,0,1,6960ba12000000000b01194c
0,0,0,0,1,696ef3a4000000001a0309f3
0,0,0,0,1,69679d7a00000000210286ad
0,0,0,0,1,694e19c500000000220309f9
0,0,0,0,1,69651f97000000001a02abdb
1,0,0,0,0,696e2715000000000d008adf
0,0,0,0,1,696a091f000000000a03e288
0,0,0,0,1,696e4201000000000a0308a9
0,0,0,0,1,696101b4000000000d008d75
1,0,0,0,0,696400e2000000000a032055
0,0,0,0,1,696b508200000000220384af
0,0,0,0,1,6966f9f6000000001a02bca6
0,0,0,0,1,696799c800000000220233a7
1,0,0,0,0,6971e921000000000e00ee66
0,0,0,0,1,6964b744000000002202e607
0,0,0,0,1,696f2093000000000903be89
0,0,0,0,1,6960f5ed000000000903b7ec
0,0,0,0,1,696fba2d000000001a01e666
0,0,0,0,1,6970ecc0000000001a02c7c7
0,0,0,1,0,694ce165000000001e029f8e
0,0,0,0,1,6963c741000000000d0085eb
0,0,0,0,1,69683bd00000000021028892
0,0,0,0,1,69708ed2000000001a033729
0,0,0,0,1,696687fc000000000a02979e
0,0,0,0,1,696339ae000000002203217d
0,0,0,0,1,696751ef000000001a027a86
0,0,0,0,1,696f372e000000000e00d37b
0,0,0,0,1,6960dc7d0000000022023cee
0,0,0,0,1,69702c0c000000001a0250d4
0,0,0,0,1,69708966000000000a0330d9
0,0,0,0,1,6964e00a00000000220210ef
0,0,0,0,1,6966f5de000000000a03f47a
0,0,0,0,1,6970694f000000000b012257
0,0,0,0,1,6968c92c000000001a035dde
0,0,0,0,1,6970811500000000090384d2
0,0,0,0,1,6948c991000000001d039101
0,0,0,0,1,6960f491000000000c035494
0,0,0,0,1,696754fd000000001a03191f
0,0,0,0,1,6964769d000000000d00b43c
1,0,0,0,0,69629339000000001a02d225
0,0,0,0,1,696ca8bc000000000903aee3
0,0,0,0,1,69675f580000000021028cbe
0,0,0,0,1,6964955c000000001a023e56
0,0,0,0,1,6960d956000000001a01e0a5
0,0,0,0,1,6960c9f9000000002200b49a
0,0,0,0,1,696a0cc5000000000a03fa78
0,0,0,0,1,69703daa000000001a0342c0
0,0,0,0,1,69539e9c000000001f005ec2
0,0,0,0,1,6969038f000000001a0260f6
0,0,0,0,1,69639c7c000000000a032aac
0,0,0,0,1,696c9422000000000a02a169
0,0,0,0,1,696626d9000000000d009fa3
0,0,0,0,1,696f24c3000000000a03dcef
0,0,0,0,1,69621a06000000000b011f18
0,0,0,0,1,69708266000000000a03d60d
0,0,0,0,1,694e0a07000000001f004c13
0,0,0,0,1,694b6420000000001f00ca55
0,0,0,0,1,696887ac000000000903babc
0,0,0,0,1,6964ac3f000000000a03e400
0,0,0,0,1,696121710000000022039b53
0,0,0,0,1,6916e91f000000000d034dcd
0,0,0,1,0,69700f7f000000001a024966
0,0,0,1,0,696f6b99000000000e00ef4d
0,0,0,0,1,6964ca97000000000a02892e
0,0,0,0,1,694f944a000000001e0099aa
0,0,0,0,1,6970b006000000000a03ecc0
0,0,0,0,1,696cb0df000000002102b2ea
0,0,0,0,1,6970903c000000001a02bbd0
0,0,0,0,1,696dd433000000000e03f0df
0,0,0,0,1,6970b11b000000002200b025
0,0,0,0,1,69707e05000000001a02cf05
0,0,0,0,1,69537ae0000000001f00759e
0,0,0,0,1,694d0c5c00000000210306ea
0,0,0,0,1,696f54e2000000002200bca5
0,0,0,0,1,696a461e000000001a01e0ef
0,0,0,0,1,696476b9000000000d00b4b6
0,0,0,0,1,6968e7e0000000000a03e67c
0,0,0,1,0,697044fd000000001a01f5eb
0,0,0,0,1,6969e881000000000b00a476
0,0,0,0,1,6967473a000000001a035638
0,0,0,0,1,696a1d73000000002202da0c
0,0,0,0,1,6969f60f000000001a02e81e
0,0,0,0,1,6964bd2c000000002102bbca
0,0,0,0,1,6970de1a00000000210338af
0,0,0,0,1,696228de000000000e00fe3c
0,0,0,0,1,696e013d000000002202240f
0,0,0,0,1,696ba5b7000000000e00c583
0,0,0,0,1,696f2fbe00000000210311a6
0,0,0,0,1,6966124d000000000e00f128
0,0,0,0,1,69708e7b000000000a03dd7d
0,0,0,0,1,696f5a03000000002202f924
0,0,0,0,1,69707dfc000000000a02ef9e
0,0,0,0,1,696f5d76000000002200b137
0,0,0,0,1,69677015000000000a02ba45
0,0,0,0,1,69703c2700000000220215b4
0,0,0,0,1,6970c8660000000021033de6
1,0,0,0,0,6960f804000000001a027746
0,0,0,0,1,69607a31000000000a031b61
0,0,0,0,1,6957735d000000002103edb3
0,0,0,0,1,6970bb1a000000000a031c75
1,0,0,0,0,696f49e4000000002202022e
0,0,0,0,1,696f3bf7000000001a033784
0,0,0,0,1,695b6309000000001a02ac51
0,0,0,0,1,696b50530000000022031b90
0,0,0,0,1,69718518000000002102bfc4
0,0,0,0,1,696f56eb000000000a02c33b
0,0,0,0,1,694d2a06000000002103df81
0,0,0,0,1,696f37f8000000000e03efbc
0,0,1,0,0,6960b3bc0000000021031ab6
0,0,0,0,1,697099c90000000021031fef
1,0,0,0,0,6970b3d300000000210283ba
0,0,0,0,1,6960e148000000000a02ec7a
0,0,0,0,1,6970a8c8000000001a0275ef
0,0,0,0,1,6970edee0000000022008087
0,0,0,0,1,696398d1000000001a026267
0,0,0,0,1,696e4fb20000000009038cad
0,0,0,0,1,696ee8c50000000021030978
0,0,0,0,1,6953bb2d000000001e022fbf
0,0,0,0,1,6450bd9500000000130067ff
0,0,0,0,1,696ddc3d000000000b011c8f
0,0,0,0,1,6422fee10000000013013890
0,0,0,0,1,696f368a000000000b008f58
0,0,0,0,1,696e6ce0000000000b00aad1
0,0,0,0,1,6970c6d0000000000a02ddc5
0,0,0,0,1,696dfc280000000022039ee6
0,0,0,0,1,69708d29000000000a0306bf
0,0,0,0,1,64b92f67000000000800e22c
0,0,0,0,1,64bf9f55000000000a01a206
0,0,0,0,1,696a00ca000000000e00e153
0,0,0,0,1,6444af4a0000000013009877
0,0,0,0,1,6968ca42000000000b008c91
0,0,0,0,1,696f4e1c0000000009038f43
0,0,0,0,1,69662011000000001a0375d2
0,0,0,0,1,6961faa5000000001a0375c1
0,0,0,0,1,6414906c0000000013001c53
0,0,0,0,1,69626d98000000000e03e852
0,0,0,0,1,694d12870000000022020809
0,0,0,0,1,64b8dead000000000b02b190
0,0,0,0,1,6964d7d0000000000903a943
0,0,0,0,1,694b9062000000001f009cb9
0,0,0,0,1,640ab298000000001301379c
0,0,0,0,1,6964b8f3000000001a0258f1
0,0,0,0,1,6969de13000000002102ab83
0,0,0,0,1,696b60b4000000001a020e07
0,0,0,0,1,643fdc41000000001303d8f0
0,0,0,0,1,6970bc78000000002200b16a
0,0,0,0,1,69637739000000001a0283f7
0,0,0,0,1,648c3ad0000000001203c7b0
0,0,0,0,1,64897aab0000000013001987
0,0,0,0,1,648360c6000000000800dd60
0,0,0,0,1,648448390000000012031074
0,0,0,0,1,649fb66f0000000011013c09
0,0,0,0,1,64af80570000000034014d03
0,0,0,0,1,64a7b701000000002301f361
0,0,0,0,1,64afed97000000001e01ba50
0,0,0,0,1,695f5082000000000b00bbf1
0,0,0,0,1,696e02a4000000000a0290b8
0,0,0,0,1,69621c46000000002202ec35
0,0,0,0,1,696f241e000000000b012fa7
0,0,0,0,1,696f7e7d0000000022032ec0
0,0,0,0,1,64ad305c0000000016024cfc
0,0,0,0,1,64a9305c0000000015030d59
0,0,0,0,1,696a0eb6000000001a03675f
0,0,0,0,1,696b583d000000001a02122b
0,0,0,0,1,64bf5ca5000000000a01a238
1,0,0,0,0,64b64abc0000000012013644
0,0,0,0,1,6964bd85000000000b012b67
0,0,0,0,1,696a2af0000000000d009c16
0,0,0,0,1,646f73490000000013014ee8
0,0,0,0,1,646dee020000000013012bd6
0,0,0,0,1,640f33f0000000001300cb35
0,0,0,0,1,696b3127000000001a0249d6
0,0,0,0,1,64b777df000000002301f8b2
0,0,0,0,1,640af41800000000130109bc
0,0,0,0,1,6412e76e000000000800c4eb
0,0,0,0,1,6411a5f10000000013032a82
0,0,0,0,1,696a18f6000000002200a87c
0,0,0,0,1,64bcdfff000000000a01a125
0,0,0,0,1,696de352000000000c035256
0,0,0,0,1,696a170e0000000021031eba
0,0,0,0,1,647a00ff0000000013006893
0,0,0,0,1,648b20c30000000027001805
0,0,0,0,1,6971aa6d000000000903b5f5
0,0,0,1,0,69719aee0000000022020439
0,0,0,1,0,6971c1eb0000000021030157
1,0,0,0,0,696f9b990000000022021fc0
0,0,0,0,1,6971fb38000000002202f819
1,0,0,0,0,696a223a000000001a02116d
0,0,0,0,1,696cc22a000000002202172f
0,0,0,0,1,696f755a000000000b0089b5
1,0,0,0,0,69612193000000001a0331d5
0,0,0,0,1,696f858d000000000d00b375
0,0,0,0,1,696a19310000000022022f60
0,0,0,0,1,696a7104000000000d009059
0,0,0,0,1,6970a59c00000000220237e5
0,0,0,0,1,6969db57000000000a03055d
0,0,1,0,0,696b4d6a000000000b01213e
0,0,0,0,1,6964f080000000000e00f3bf
0,0,0,0,1,6967d214000000000a02ce04
0,0,0,0,1,6964acd10000000022008dfc
0,0,0,1,0,6970b576000000002103e19b
0,0,0,1,0,6959c360000000001d03ba89
0,0,0,0,1,696cb6d1000000000a02affb
0,0,0,0,1,64465ed4000000001203ed18
0,0,0,0,1,696b5a8e000000001a01c718
0,0,0,0,1,6971b187000000002200a8b1
0,0,0,0,1,6971b213000000002200ab76
0,0,0,0,1,6970d42c0000000022039c64
1,0,0,0,0,696f78d9000000001a02cda9
0,0,0,0,1,696f6f360000000022022760
0,0,0,0,1,696fd3b0000000000c036d62
0,1,0,0,0,69707b34000000000a0291d0
1,0,0,0,0,6970c77a00000000220393ed
0,0,0,0,1,696e1b03000000001a026aa0
0,0,0,0,1,69676982000000001a0327cc
0,0,0,0,1,696239070000000009038547
0,0,0,0,1,6968e3db000000001a034200
0,0,0,0,1,6962158e000000000b00b1f8
1,0,0,0,0,696a192e000000000b00936c
1,0,0,0,0,6971dd1d000000000a03cfc0
0,0,0,0,1,69678f90000000000a02ad03
0,0,0,0,1,6968baa7000000000e00dccf
0,0,1,1,0,69637cb2000000002102bb1b
0,0,0,0,1,69700db9000000001a02474f
0,0,0,0,1,69707f48000000000c037030
0,0,0,0,1,69707875000000002203048d
0,0,0,0,1,697017dd000000000903a4ad
0,0,0,0,1,696fb5e3000000001a03332b
0,0,0,0,1,63fee9e4000000000800d954
0,0,0,0,1,69705a4e000000001a020b43
0,0,0,0,1,6968d8dd0000000009039557
0,0,0,1,0,6970b1bb000000000b008070
0,0,0,0,1,69708158000000000e03f595
1,0,0,0,0,69627aa0000000001a020b2e
1,0,0,0,0,696f719f000000001a01c66e
0,0,0,0,1,6970bd03000000000b00bf42
0,0,0,0,1,69660b4a000000000b013e18
0,0,0,0,1,6970ccb10000000021031682
0,0,0,0,1,6970b292000000000a03fb7e
1,0,0,0,0,6965c747000000000e03e106
0,0,0,0,1,69704208000000000e00f4e3
0,0,0,0,1,696e20f500000000220313c5
0,0,0,0,1,69707a93000000001a023e93
0,0,0,0,1,69707a58000000000a028cd5
0,0,0,1,0,6966e750000000001a0238a1
0,0,1,0,0,697207fd000000001a01ecca
0,0,0,1,0,696f99ab000000001a025415
0,0,0,0,1,696b79fb000000000a03d24f
0,1,0,0,0,697056e80000000022031215
0,0,0,0,1,69704ff7000000001a01f5bf
0,0,0,0,1,696c46a5000000001a01d3fb
1,0,0,0,0,696d3b9a000000000a02f91d
1,0,0,0,0,697043b4000000000c03400a
0,0,0,0,1,697055d10000000021031b11
0,0,0,0,1,6970f7be000000001a0332ad
0,0,0,0,1,696f0eea000000000e03f8fe
0,0,0,0,1,696f6518000000000a031318
0,0,0,0,1,69706f85000000000b010238
0,0,0,1,0,69703673000000000c037c2d
0,0,0,0,1,6961b5cc000000000c034284
1,0,0,0,0,69710114000000000a03c05d
0,0,0,0,1,6970d979000000001a0221a8
1,0,0,0,0,696cdfa3000000002200805c
0,0,0,0,1,6970abe3000000000a03d5d3
0,0,0,0,1,6970d36f000000000a03f390
1,0,0,1,0,696779f2000000000e00fe61
1,0,0,0,0,696b8a8e0000000022030c6f
0,0,0,0,1,6970cb84000000000903bc21
1,0,0,0,0,69608597000000001a01c8a9
1,0,1,1,0,69621779000000001a02dcb3
1,0,0,0,0,696a4aa3000000000e00cb41
0,0,0,0,1,696a374e0000000022022774
0,0,0,0,1,69705abd000000000b011d03
0,0,1,1,0,696f8299000000000d00a0dd
0,0,0,0,1,696f91610000000022038056
0,0,0,0,1,696bb0bb00000000090389a9
0,0,0,0,1,696fb77e000000002202c766
0,0,0,0,1,6967bd8c000000000b00b56f
0,0,0,0,1,6971a543000000000e03fb3f
0,0,0,0,1,697190ec000000000e03c533
0,0,0,0,1,695c433a000000000a0321fe
0,0,0,0,1,696ba0ae000000001a026f6c
1,0,0,0,0,6971b087000000000e00d6c0
1,0,0,1,0,69609eaa000000001a022d74
0,0,0,0,1,6970430c000000001a01ea36
0,0,0,0,1,6951fd1e000000001e0231c3
1,0,0,0,0,69718e570000000022038ecb
0,0,0,0,1,696e4c32000000000b008e9d
0,0,0,0,1,697194090000000021031365
0,0,0,0,1,695fa0df000000002203166f
0,0,0,0,1,696f981b000000001a020c92
0,0,0,0,1,6968da16000000000a02c82b
1,0,0,0,0,696c7cec000000002103c458
0,0,0,0,1,69563f4300000000220221d7
0,0,0,0,1,69679db6000000000a02bf54
0,0,0,0,1,69687f13000000000e03c201
0,0,0,0,1,696c08cd000000002202c5bb
0,0,0,0,1,6460c2d00000000013035b29
0,0,0,0,1,69677b67000000001a02e15e
0,0,0,0,1,6960db5f000000000a028503
0,0,0,0,1,6475583b000000001300a5b0
0,0,0,0,1,646974cf0000000027003915
0,0,0,0,1,6970930a000000001a028e53
1,0,0,0,0,696a661c000000000a029269
0,0,0,0,1,64a586e3000000002b038c66
0,1,0,0,0,697185a2000000001a0332fb
0,0,0,0,1,64a0edb3000000000800fe37
0,0,1,1,0,64aa74df000000001e01af64
0,0,0,1,0,64a5313c000000002f025114
0,0,0,0,1,696b88080000000022020867
0,0,0,0,1,696106db000000002102b3b8
0,0,0,0,1,6970e2b6000000001a02d364
0,0,0,0,1,69630a6c000000000c034707
0,0,0,0,1,64ba4a8e00000000170196e7
0,0,0,0,1,69625421000000000903a845
1,0,0,0,0,647c582a000000001203e00f
0,0,0,0,1,645259bc000000001303d847
0,0,0,0,1,696db84a000000002103c2a3
0,0,0,0,1,6968d398000000001a035ccc
0,0,0,0,1,63f7545d000000001300f9e1
1,0,0,0,0,6971cb09000000001a033528
1,0,0,0,0,642f83be000000002702941f
0,0,0,1,0,6970b1c4000000000e03fb0c
0,0,0,0,1,643b7aa60000000013008bfa
0,0,0,0,1,642fa3c8000000002701040c
0,0,0,0,1,696b09a9000000001a021e6f
0,0,0,0,1,696f7b200000000021032436
0,0,1,1,0,647dde53000000002701182a
0,0,0,0,1,6971b563000000002102bbef
0,0,0,0,1,6479791b0000000014024c12
0,0,0,0,1,6970d708000000001a02cede
0,0,0,0,1,69705d2b00000000220399e1
0,0,0,0,1,6406eec10000000013031ae3
0,0,0,0,1,696f865e0000000022022edb
0,0,0,0,1,6964877d000000001a034973
0,0,0,0,1,645e47d000000000110128d8
0,0,0,0,1,6455f76f000000001303e1fd
0,0,0,0,1,696248b2000000000e03ff79
0,0,0,0,1,6497c460000000002702b1a3
0,0,0,0,1,64a409c3000000002301d8b6
0,0,0,0,1,64c4eeb9000000000a01a991
0,0,0,0,1,697050ee000000001a02d489
0,0,0,1,0,6971979b0000000022038453
0,0,0,0,1,6414099b0000000027029d67
0,0,0,0,1,64101cbc00000000270029cc
0,0,1,1,0,6968617e000000002202dc14
0,0,0,0,1,69718e13000000000b01050d
0,0,0,0,1,6970c313000000002103ef51
1,0,0,0,0,696b68b600000000220206de
1,0,0,0,0,696f5487000000000e03f6d6
0,0,0,0,1,641059b50000000027028c86
0,1,0,0,0,696fa651000000001a028217
0,0,0,1,0,64c4dac2000000001201c991
0,0,0,0,1,6970dad700000000090391e2
0,0,0,0,1,6971e3480000000022008225
0,0,0,1,0,6970a91b000000001a0237cd
0,0,0,0,1,6971a009000000000c037deb
0,0,0,0,1,6460a704000000001303d378
0,0,0,1,0,6971b0fe000000000a03e346
0,0,0,0,1,64717a440000000027010dc2
0,0,0,0,1,69622e38000000001a02372b
1,0,0,0,0,64301085000000000800fc8a
1,0,0,0,0,6970bd1b000000000b00bfd8
0,0,0,0,1,6442a9d00000000013005b70
0,0,0,0,1,696b29dc000000000d00b36d
0,0,0,0,1,69708e010000000022021b15
0,0,0,0,1,645a7c08000000001203cd24
0,0,0,0,1,645cd1070000000012031854
0,0,0,0,1,69707407000000001a01f83d
0,0,0,0,1,696751d7000000002103c055
0,0,0,0,1,696e0d93000000001a0256cb
0,0,0,0,1,6970317b000000000a02ecfe
0,0,0,1,0,6968b85b000000001a02555f
0,0,0,0,1,6971e944000000001a02aed6
0,0,0,0,1,696b7a23000000001a02ad99
0,0,0,0,1,69708f44000000001a02b55e
0,0,0,0,1,696e34ff000000000a03c9fb
0,0,0,0,1,696ae8e4000000000a03d712
0,0,0,0,1,6970ead4000000000d0094ab
0,0,0,0,1,695bbd37000000002103007b
0,0,0,0,1,6971766c000000000a03d20e
0,0,0,0,1,6950d9d3000000002202042d
0,0,0,0,1,69697499000000001a025261
0,0,0,0,1,69719f86000000000d00a09d
0,0,0,0,1,6969d50f000000002202cc44
0,0,0,0,1,69707b3b000000000e03cfa0
0,0,0,0,1,696b5e17000000000d0092c0
0,0,0,0,1,6965e38d000000000e00c978
0,0,0,0,1,6970cf9e000000001a022665
0,0,0,0,1,6971d093000000000d00af04
0,0,1,1,0,696f9b32000000001a037436
0,0,0,0,1,69708598000000000e00f3e1
0,0,0,0,1,696f520f000000001a02d660
0,0,0,0,1,696d04d90000000022033c16
0,0,0,0,1,6970a3110000000009039462
0,0,0,0,1,69637e21000000001a02c6c9
0,0,0,0,1,6971cfea000000000e00ca12
0,0,0,0,1,696de72d000000000c03688f
0,0,0,0,1,6970ea1f000000001a01e003
0,0,0,0,1,696f567d0000000009038436
0,0,0,0,1,696af8650000000022031920
0,0,0,0,1,696cc462000000001a027810
0,0,0,0,1,6970e1c2000000001a02839d
0,0,0,0,1,69704b75000000001a027bbe
0,0,0,0,1,697077a2000000000d00bfd6
0,0,0,0,1,696e209b000000000e03e12b
0,1,0,0,0,69708276000000000b012abd
0,0,0,0,1,69705495000000000d00bfd8
0,0,0,0,1,696f4bb4000000000e00deba
0,0,0,0,1,6467635f000000001300fa34
0,0,0,0,1,697037af000000000e03d63e
0,0,0,0,1,6964aa040000000009039b94
0,0,0,0,1,6971e099000000000e00f547
0,0,0,0,1,696fa4260000000022020326
0,0,0,0,1,69707067000000000a032486
1,0,0,0,0,6971d6f7000000001a02b60f
0,0,0,0,1,646745b00000000013001638
0,0,0,0,1,696a261b0000000022032fb2
0,0,0,0,1,6968eed8000000000a03081e
0,0,0,0,1,6971a69a000000001a032ecb
0,0,0,0,1,69717f1f000000001a036e1a
0,0,0,0,1,696c77d0000000000c03476c
1,0,0,0,0,6971c70f0000000009038253
0,1,0,0,0,6970b129000000002202c7a0
0,0,0,0,1,696f1231000000002200a4da
0,0,0,0,1,69716d4d000000001a022268
0,0,0,0,1,69707d92000000002200a97f
0,0,0,0,1,696f5ede000000001a032688
1,0,0,0,0,696da1650000000021033891
0,1,0,0,0,6970a0c40000000022008a1e
0,0,0,0,1,696f99fe000000000a02a9b1
0,0,0,0,1,696f55fb000000000b01204b
0,0,0,0,1,696f40cf000000001a021f51
0,0,0,0,1,696c39dc000000001a02f4d3
0,0,0,0,1,6970280e0000000022038b03
0,0,0,0,1,64128e8b0000000013031e92
0,0,0,0,1,69549931000000001e02696d
0,0,0,0,1,64c0d79d000000000800e77a
0,0,0,0,1,6964dc720000000021032b1b
0,0,0,0,1,644bbe050000000013033913
0,0,0,0,1,696e4695000000001a02afc5
0,0,0,0,1,640d697200000000270114bb
0,0,0,0,1,6408a15d0000000027013919
0,0,0,0,1,6971ddf1000000001a0276e6
0,0,0,0,1,64aa6b5d000000002f024c39
0,0,0,0,1,64ad2bf9000000002b03e5e6
0,0,0,0,1,63fd950d0000000013004d3c
0,0,0,0,1,6971b931000000001a030d4d
0,0,0,0,1,64a544b0000000001c00d5b7
1,0,0,0,0,6968b6b3000000002102b01a
0,0,0,0,1,64c215710000000017018559
0,0,0,0,1,64590a0d000000001303cc9f
0,0,0,0,1,69671d5f000000002203b7ce
1,0,0,0,0,696f34a0000000001a020f03
0,0,0,0,1,6455d78d0000000014025534
0,0,0,0,1,697082fe000000001a01d4b1
0,0,0,0,1,640b2baf0000000013011ad5
0,0,0,0,1,69646935000000000a02c003
0,0,0,0,1,6433915d0000000013012951
0,0,0,0,1,643d356d000000001303f7ec
0,0,0,0,1,6417f52e000000001203177b
0,0,0,0,1,647ddfc00000000013035311
0,0,0,0,1,648708160000000013032868
1,0,0,0,0,64771c2800000000110131d3
0,0,0,0,1,6465d982000000000703bcd3
0,0,0,0,1,696fb672000000000c034c52
0,0,0,0,1,63fe2ed60000000011011e91
1,0,0,0,0,645e64c50000000027029381
0,0,0,0,1,645a396a0000000013013939
0,0,0,0,1,64aea86d000000003102f3f4
0,0,0,0,1,64c29824000000001201cee1
0,0,0,0,1,64b63dec000000003100b2aa
0,0,0,0,1,647c1872000000002700186d
0,0,0,0,1,647acae80000000013009d32
0,0,0,0,1,6444e35b000000002701326f
0,0,0,0,1,643bf6e800000000270033a3
0,0,0,0,1,640a6bc600000000130352a3
0,0,0,0,1,64258e2d0000000013001991
0,0,0,0,1,641fb79a0000000027003044
0,0,0,0,1,643e5d6500000000270288ae
0,0,0,0,1,64427279000000000800f154
0,0,0,0,1,6411e845000000001303ea00
0,0,0,0,1,6474115b0000000013005f43
0,0,0,0,1,646b3064000000000703a7e2
1,0,0,0,0,694fbacc000000001e029af0
0,0,0,0,1,696ee6410000000022039cd5
0,0,0,0,1,6441757f0000000013014029
0,0,0,0,1,64b94816000000001201a5e2
0,0,0,0,1,64b925be000000001201f8c6
1,0,0,0,0,6445169500000000130373a4
0,0,0,0,1,643b7e020000000014026678
1,0,0,0,0,69652bfd000000002200acae
0,0,0,0,1,64ab6a0b0000000012011122
0,0,0,0,1,6406cf180000000013033ea6
0,0,0,0,1,640bd83a00000000130036bd
0,0,0,0,1,696cf34f0000000021033848
0,0,0,0,1,64a4fd46000000002b03d7d0
0,0,0,0,1,6968fe45000000000a02d2c3
0,0,0,0,1,646b2f100000000027028e8c
1,0,0,0,0,64688b7f000000001300c727
0,0,0,0,1,644bf4c900000000130337f5
0,0,0,0,1,6463022a0000000013007940
0,0,0,0,1,6968f59d000000002202fa40
0,0,0,0,1,647610b20000000007038397
0,0,0,0,1,63f6e3330000000013010a72
0,0,0,0,1,6407526d000000001300be22
0,0,0,0,1,640c1588000000002701246b
0,0,0,0,1,641572fc000000001303d49c
0,0,0,0,1,6412979e000000001300b015
0,0,0,0,1,6458c36d0000000027001a7a
0,0,0,0,1,6969e334000000001a0327ac
0,0,0,0,1,64c4d46f000000001701a8e1
0,0,0,0,1,64c0e4f6000000000a01b584
0,0,0,0,1,6428d7b2000000001203c1f6
0,0,0,0,1,641af1f400000000070395b8
0,0,0,0,1,64205a7a0000000013015e27
0,0,0,0,1,63f8c49300000000270018eb
0,0,0,0,1,63fb616b000000001303f1a3
0,0,0,0,1,6968eced000000000e00d6fe
0,0,0,0,1,64068c990000000014026d70
0,0,0,0,1,6426afcd00000000120312dd
0,0,0,0,1,696fda1000000000220095b4
0,0,0,0,1,645cbd5e0000000013034f07
0,0,0,0,1,6467204e000000001203c03b
0,0,0,0,1,64ca37e0000000000103d8aa
1,0,0,0,0,6489c89b000000000800d98f
0,0,0,0,1,644b540c000000001203fecf
0,0,0,0,1,646dd62f0000000013015c3f
0,0,0,0,1,641eeb4c0000000011013ecf
0,0,0,0,1,642567680000000027029e48
0,0,0,0,1,696ee2af000000000903bca6
0,0,0,0,1,63fc5bfb000000000800fa66
1,0,0,0,0,64236f16000000002702a0f7
0,0,0,0,1,6424e49f0000000013008be6
0,0,0,0,1,64b3ac1e000000003102df11
0,0,0,0,1,64c6558c000000001201e38c
0,0,0,0,1,6967869a000000001a03201b
0,0,0,0,1,6436ad04000000001203f402
0,0,0,0,1,6970afba000000000c0354ca
0,0,0,0,1,69705bb0000000000a033e67
0,0,0,0,1,646f488200000000070393ab
0,0,0,0,1,6485adce00000000110125af
0,0,0,0,1,649faab60000000007039411
0,0,0,0,1,644f898e0000000013008e32
0,0,0,0,1,645e00720000000013000d4d
0,0,0,0,1,640dabb5000000001300a2e5
1,0,0,0,0,696496c3000000000e03e46d
0,0,0,0,1,640a8a150000000013000408
0,0,0,0,1,696a4885000000000a0313b6
0,0,0,0,1,64564fa20000000014026c0c
0,0,0,0,1,647750ef0000000027012b5e
0,0,0,0,1,646ab69b0000000027029738
0,0,0,0,1,6478931d0000000027011982
0,0,0,0,1,64227de80000000011010a2e
0,0,0,0,1,6481b6710000000027013222
0,0,0,0,1,6479ae5b0000000027029651
0,0,0,0,1,64aab4b8000000001e012676
0,0,0,0,1,6445350800000000130009ff
0,0,0,0,1,64377bfb00000000120307ab
0,0,0,0,1,64aa93b100000000230368bd
0,0,0,0,1,64a21b920000000011010aee
0,0,0,0,1,696efa31000000001a033244
1,0,0,0,0,64a6e5100000000016024f50
0,0,0,0,1,6446f742000000000703854e
0,0,0,0,1,643d2e3f000000001303e5ba
0,0,0,0,1,64468cf7000000000800cefc
0,0,0,0,1,6440c966000000001300a8cc
0,0,0,0,1,64b774ad0000000035008421
0,0,0,0,1,64b36423000000003401653c
0,0,0,0,1,64b37e93000000002b03eaad
0,0,0,0,1,64674c640000000014026baa
1,0,0,0,0,6971c5df0000000022009363
1,0,0,0,0,697228bc000000001a0258f4
0,0,0,0,1,6970b81b000000001a01f61f
0,0,0,0,1,6960ad7c000000000a02e9b4
0,0,0,0,1,6970b169000000001a02e6fa
0,0,0,0,1,695e2ae3000000000a029b29
0,0,0,0,1,6971fbe2000000000b009643
