post_id,1,2,3,4,5,6,7,8
69604bd6000000001a02a2d7,0,0,0,0,0,0,0,0
695f879b000000001a02910e,0,1,1,0,0,1,0,0
6954a90b000000001f00d78e,0,1,0,0,0,0,0,0
69526e33000000001e008036,0,1,1,0,0,1,0,0
69563f50000000001e0332d1,0,0,1,0,1,0,0,0
69522eb700000000220307fd,0,0,0,0,0,0,0,0
694e9671000000001e013d59,0,0,0,0,0,1,0,0
696c4b5c000000002203bdd7,0,0,1,0,0,0,0,0
68e215000000000004015ed9,1,0,0,0,0,0,0,0
68f848c40000000004006d98,1,0,0,0,0,0,0,0
69670ded000000000e03d565,1,0,0,0,1,0,0,0
5ff2832600000000010063f0,1,0,0,0,0,1,0,0
67dabb85000000001c0099c5,0,0,0,1,0,0,0,1
67d813b1000000000602b73e,0,0,0,0,0,0,0,1
66df214a000000000c01a4e7,0,0,0,0,0,0,0,0
696f6946000000000a032a5e,0,0,0,0,0,0,0,1
697198eb0000000022038c3a,0,0,0,1,0,0,0,1
6970a8df000000000a03365b,0,0,0,0,0,0,0,1
6957c8d5000000001e039245,0,1,0,0,0,0,0,1
697b3b0b0000000022022afd,0,0,0,0,0,0,0,0
696fb525000000000b013439,0,0,0,0,0,0,0,0
69007727000000000703bd4e,0,0,0,0,0,0,0,0
61f68f2f000000002103c81b,0,1,0,0,0,0,0,0
69739aed000000002103f80c,0,0,0,0,0,0,0,0
6961ffd1000000000b00b0f6,0,0,0,0,0,0,0,0
66ab7dc5000000002701f661,0,0,0,0,0,0,0,1
66134305000000001a014ba6,1,1,0,0,0,0,0,0
68a462e0000000001d02702d,0,0,0,0,0,0,0,0
697b02f4000000000a02c3b5,0,0,0,0,0,0,0,0
69799fb7000000002800b8bb,0,0,0,0,0,0,0,0
675aa779000000000102a9fc,0,0,0,0,0,0,0,1
685ab0aa000000001202c475,0,0,0,0,0,0,0,1
695a04d60000000022022237,0,0,0,0,1,0,0,0
6978cbdd0000000022021f95,0,0,0,0,1,1,1,0
6913ff540000000003034887,0,0,0,0,0,0,1,0
694f66dd000000001e0318d6,0,0,0,0,1,0,1,0
6861ec5f000000001c032b4a,0,0,0,0,0,0,1,0
69257076000000001f00bfea,0,0,0,0,1,0,0,0
68542116000000001c035259,0,0,0,0,0,0,1,0
6976fe3d000000000b0118c6,0,0,1,0,0,0,1,0
690714a50000000007015a3f,0,0,0,0,1,0,1,0
6925f2a8000000001b0323a0,0,0,0,0,0,0,1,0
697ad821000000001a03021f,0,0,0,0,0,0,1,0
67b94acc0000000007037f7c,0,0,0,0,0,1,1,0
66fb87a3000000001902e302,0,0,0,0,0,1,1,0
6665ab23000000000c01988d,0,0,0,0,1,0,1,0
695e0bde000000001a031b26,0,0,0,0,0,0,1,0
6976e5ea000000000a03d5f2,0,0,0,0,0,0,1,0
696fa29a000000001a023e48,0,0,0,0,0,0,0,0
69760bf8000000000a032f28,0,0,0,0,0,0,1,0
